# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EJFNJEFF_00001      K03495  294.00 1004.1  4.8e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  EJFNJEFF_00221      K13774  354.30   12.2    0.0071 citronellol/citronellal dehydrogenase
  EJFNJEFF_00221      K20432  342.13   12.0    0.0077 5-epi-valiolone dehydratase [EC:4.2.1.-]
  EJFNJEFF_00221      K24002  250.43   12.0     0.011 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121]
  EJFNJEFF_00221      K21568  422.20   11.9    0.0088 pinoresinol/lariciresinol reductase [EC:1.23.1.1 1.23.1.2 1.23.1.3 1.23.1.4]
  EJFNJEFF_00221      K15237       -   11.7     0.013 2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 1 [EC:1.3.1.-]
  EJFNJEFF_00221      K00301  373.27   11.3      0.01 sarcosine oxidase [EC:1.5.3.1]
  EJFNJEFF_00221      K12436 3069.93   11.1    0.0025 mycoketide-CoA synthase [EC:2.3.1.295]
  EJFNJEFF_00221      K12442 2258.37   11.1     0.004 phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C [EC:2.3.1.292]
  EJFNJEFF_00221      K16384 17066.03   10.9    0.0011 polyene macrolide polyketide synthase
  EJFNJEFF_00221      K11152  553.93   10.9     0.014 retinol dehydrogenase 11 [EC:1.1.1.300]
  EJFNJEFF_00221      K11628 3206.47    9.9    0.0093 mycocerosic acid synthase [EC:2.3.1.111]
  EJFNJEFF_00221      K12421 1273.43    9.2     0.023 fatty acid CoA ligase FadD9
  EJFNJEFF_00221      K10817 4496.13    9.1    0.0079 6-deoxyerythronolide-B synthase EryAI [EC:2.3.1.94]
  EJFNJEFF_00221      K16420 4422.37    8.6    0.0067 rapamycin polyketide synthase A/B/C
  EJFNJEFF_00221      K16386 7604.17    7.8     0.016 polyene macrolide polyketide synthase
* EJFNJEFF_00222      K08218  242.17  443.3  8.5e-134 MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
  EJFNJEFF_00222      K05373  380.13  175.2   1.6e-52 MFS transporter, putative signal transducer
  EJFNJEFF_00222      K08153  321.57   39.3     3e-11 MFS transporter, DHA1 family, multidrug resistance protein
  EJFNJEFF_00222      K03291  165.63   34.3   7.6e-10 MFS transporter, SET family, sugar efflux transporter
  EJFNJEFF_00222      K05820  192.10   34.0   8.3e-10 MFS transporter, PPP family, 3-phenylpropionic acid transporter
  EJFNJEFF_00222      K08217  216.03   30.8   1.2e-08 MFS transporter, DHA3 family, macrolide efflux protein
  EJFNJEFF_00222      K19576  301.13   24.3   1.2e-06 MFS transporter, DHA1 family, quinolone resistance protein
  EJFNJEFF_00222      K08194  475.20   22.2   4.4e-06 MFS transporter, ACS family, D-galactonate transporter
  EJFNJEFF_00222      K03535  519.67   20.4   1.2e-05 MFS transporter, ACS family, glucarate transporter
  EJFNJEFF_00222      K08368  386.80   18.8   4.9e-05 MFS transporter, putative metabolite transport protein
  EJFNJEFF_00222      K00663  104.37   13.7    0.0032 aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]
  EJFNJEFF_00222      K01992   18.90    0.4        26 ABC-2 type transport system permease protein
  EJFNJEFF_00222      K22116   56.90    0.4        32 gamma-polyglutamate biosynthesis protein CapC
* EJFNJEFF_00223      K00939  131.37  284.0   2.4e-85 adenylate kinase [EC:2.7.4.3]
  EJFNJEFF_00223      K13800  270.33  156.4   9.8e-47 UMP-CMP kinase [EC:2.7.4.14]
  EJFNJEFF_00223      K00945   62.83   25.7   4.6e-07 CMP/dCMP kinase [EC:2.7.4.25]
  EJFNJEFF_00223      K05715  306.60   12.6    0.0044 2-phosphoglycerate kinase [EC:2.7.2.16]
  EJFNJEFF_00223      K00891  134.60   10.7     0.035 shikimate kinase [EC:2.7.1.71]
  EJFNJEFF_00223      K00943  100.40    9.5     0.053 dTMP kinase [EC:2.7.4.9]
* EJFNJEFF_00224      K02569  287.60  299.8   1.6e-90 cytochrome c-type protein NapC
  EJFNJEFF_00224      K03532  422.40  267.8   1.6e-80 trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC
  EJFNJEFF_00224      K07821  512.17  206.9   4.3e-62 trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY
  EJFNJEFF_00224      K15876  121.47   81.6   4.7e-24 cytochrome c nitrite reductase small subunit
  EJFNJEFF_00224      K10535  235.00   26.6   2.2e-07 hydroxylamine dehydrogenase [EC:1.7.2.6]
  EJFNJEFF_00224      K04013   70.43   20.2   3.1e-05 cytochrome c-type protein NrfB
  EJFNJEFF_00224      K01533  851.00    9.1     0.035 P-type Cu2+ transporter [EC:7.2.2.9]
  EJFNJEFF_00224      K05826   37.77    6.6      0.75 alpha-aminoadipate/glutamate carrier protein LysW
* EJFNJEFF_00225      K02568   30.33  169.0   1.2e-50 nitrate reductase (cytochrome), electron transfer subunit
  EJFNJEFF_00225      K03385  160.37   20.2   2.2e-05 nitrite reductase (cytochrome c-552) [EC:1.7.2.2]
  EJFNJEFF_00225      K04013   70.43   13.7    0.0029 cytochrome c-type protein NrfB
  EJFNJEFF_00225      K10535  235.00   13.7    0.0018 hydroxylamine dehydrogenase [EC:1.7.2.6]
  EJFNJEFF_00225      K15876  121.47   13.4    0.0037 cytochrome c nitrite reductase small subunit
  EJFNJEFF_00225      K02569  287.60    5.4         1 cytochrome c-type protein NapC
* EJFNJEFF_00226      K02574  130.80  273.3   4.1e-82 ferredoxin-type protein NapH
  EJFNJEFF_00226      K19339  147.43   87.2   9.3e-26 NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
  EJFNJEFF_00226      K12143  222.17   34.7   9.8e-10 hydrogenase-4 component H
  EJFNJEFF_00226      K00205  158.73   34.6   8.3e-10 4Fe-4S ferredoxin
  EJFNJEFF_00226      K23976   91.00   30.3   2.6e-08 L-aspartate semialdehyde sulfurtransferase ferredoxin
  EJFNJEFF_00226      K14108  413.17   29.4   3.6e-08 energy-converting hydrogenase A subunit Q
  EJFNJEFF_00226      K00385  259.47   27.9   1.2e-07 anaerobic sulfite reductase subunit C
  EJFNJEFF_00226      K15831  238.40   27.2   2.5e-07 formate hydrogenlyase subunit 6
  EJFNJEFF_00226      K00171  102.20   27.1   2.8e-07 pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
  EJFNJEFF_00226      K14091  112.43   24.8   1.5e-06 ech hydrogenase subunit F
  EJFNJEFF_00226      K03616   80.93   23.9   3.1e-06 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
  EJFNJEFF_00226      K00533  572.93   23.7   1.9e-06 ferredoxin hydrogenase large subunit [EC:1.12.7.2]
  EJFNJEFF_00226      K20037  403.53   23.7   1.9e-06 choline trimethylamine-lyase activating enzyme [EC:1.97.1.-]
  EJFNJEFF_00226      K17723  445.67   23.6   1.8e-06 dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
  EJFNJEFF_00226      K14107  143.53   22.5   4.7e-06 energy-converting hydrogenase A subunit P
  EJFNJEFF_00226      K00192  425.30   22.4   2.4e-06 anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]
  EJFNJEFF_00226      K22164  146.73   22.0     1e-05 F420H2 dehydrogenase subunit I [EC:1.5.98.3]
  EJFNJEFF_00226      K19072  488.10   21.8   8.8e-06 oxalate oxidoreductase subunit delta [EC:1.2.7.10]
  EJFNJEFF_00226      K21559       -   21.1   1.5e-05 NosR/NirI family transcriptional regulator, putative reductive dehalogenation system regulator
  EJFNJEFF_00226      K22174  511.67   20.9   1.4e-05 F420H2:quinone oxidoreductase subunit F [EC:1.1.98.4]
  EJFNJEFF_00226      K00395   59.03   20.5   3.5e-05 adenylylsulfate reductase, subunit B [EC:1.8.99.2]
  EJFNJEFF_00226      K18331  973.57   19.6   2.6e-05 NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]
  EJFNJEFF_00226      K07138   78.93   19.5   4.6e-05 uncharacterized protein
  EJFNJEFF_00226      K00188   82.23   19.4   6.7e-05 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]
  EJFNJEFF_00226      K02572  122.07   19.2   6.9e-05 ferredoxin-type protein NapF
  EJFNJEFF_00226      K18358  154.80   18.9   0.00015 phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58]
  EJFNJEFF_00226      K00179  436.27   18.7   3.7e-05 indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
  EJFNJEFF_00226      K18332  768.03   18.5   5.2e-05 NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]
  EJFNJEFF_00226      K15022  606.33   18.0   7.5e-05 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  EJFNJEFF_00226      K22339 1178.33   17.6   9.8e-05 formate dehydrogenase (NAD+, ferredoxin) subunit B [EC:1.17.1.11]
  EJFNJEFF_00226      K22480 1085.43   16.8   0.00013 heterodisulfide reductase subunit A1 [EC:1.8.7.3]
  EJFNJEFF_00226      K05588  256.33   16.7   0.00037 bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
  EJFNJEFF_00226      K19343  961.10   16.3   0.00028 NosR/NirI family transcriptional regulator, nitrite reductase regulator
  EJFNJEFF_00226      K00176   69.17   16.2   0.00058 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
  EJFNJEFF_00226      K04014  277.43   16.1   0.00049 protein NrfC
  EJFNJEFF_00226      K14120   98.57   16.0    0.0004 energy-converting hydrogenase B subunit K
  EJFNJEFF_00226      K00196  143.20   16.0   0.00049 anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
  EJFNJEFF_00226      K03855   76.50   15.9     0.001 ferredoxin like protein
  EJFNJEFF_00226      K02691  103.17   15.8   0.00093 photosystem I subunit VII
  EJFNJEFF_00226      K11181  364.97   15.6   0.00048 dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]
  EJFNJEFF_00226      K22162  194.30   15.4   0.00066 F420H2 dehydrogenase subunit F [EC:1.5.7.2 1.5.98.3]
  EJFNJEFF_00226      K12527  594.47   14.9   0.00038 putative selenate reductase [EC:1.97.1.9]
  EJFNJEFF_00226      K08264  314.67   14.8    0.0007 heterodisulfide reductase subunit D [EC:1.8.98.1]
  EJFNJEFF_00226      K17220  486.50   14.4    0.0016 sulfur reductase FeS subunit
  EJFNJEFF_00226      K16293  265.50   13.2    0.0049 polysulfide reductase chain B
  EJFNJEFF_00226      K00204  167.70   13.2    0.0055 4Fe-4S ferredoxin
  EJFNJEFF_00226      K21816  792.50   11.9    0.0056 sulfite reductase (coenzyme F420) [EC:1.8.98.3]
  EJFNJEFF_00226      K16183  925.17   11.7    0.0063 methylamine methyltransferase corrinoid activation protein
  EJFNJEFF_00226      K22432  738.00   11.4     0.011 caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108]
  EJFNJEFF_00226      K03388  667.43   11.4    0.0059 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  EJFNJEFF_00226      K02573  135.00   11.2     0.015 ferredoxin-type protein NapG
  EJFNJEFF_00226      K22176  201.67   11.1     0.023 F420H2:quinone oxidoreductase subunit I [EC:1.1.98.4]
  EJFNJEFF_00226      K00441  220.50   10.7     0.017 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
  EJFNJEFF_00226      K00443  167.57   10.7     0.023 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
  EJFNJEFF_00226      K14121  227.67   10.4     0.042 energy-converting hydrogenase B subunit L
  EJFNJEFF_00226      K18853  154.37   10.1     0.045 dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]
  EJFNJEFF_00226      K00125  209.27   10.1     0.029 formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
  EJFNJEFF_00226      K08973   43.73    9.9     0.047 protoporphyrinogen IX oxidase [EC:1.3.99.-]
  EJFNJEFF_00226      K07307  203.30    9.8     0.053 anaerobic dimethyl sulfoxide reductase subunit B
  EJFNJEFF_00226      K08353  307.73    9.8     0.062 thiosulfate reductase electron transport protein
  EJFNJEFF_00226      K08941  252.97    9.7     0.075 photosystem P840 reaction center iron-sulfur protein
  EJFNJEFF_00226      K05299 1262.00    9.6     0.018 formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]
  EJFNJEFF_00226      K00338  154.60    9.5     0.075 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
  EJFNJEFF_00226      K05796  182.87    9.4     0.064 electron transport protein HydN
  EJFNJEFF_00226      K18979   57.27    9.4     0.055 epoxyqueuosine reductase [EC:1.17.99.6]
  EJFNJEFF_00226      K11260   72.07    9.2       0.1 4Fe-4S ferredoxin
  EJFNJEFF_00226      K17998 1236.53    9.2     0.031 iron-hydrogenase subunit beta [EC:1.12.1.4]
  EJFNJEFF_00226      K05524  110.97    9.0      0.12 ferredoxin
  EJFNJEFF_00226      K01992   18.90    8.8      0.07 ABC-2 type transport system permease protein
  EJFNJEFF_00226      K00532  948.93    8.6     0.056 ferredoxin hydrogenase [EC:1.12.7.2]
  EJFNJEFF_00226      K08349  571.93    8.1      0.12 formate dehydrogenase-N, beta subunit
  EJFNJEFF_00226      K18210  329.17    7.5      0.13 fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1]
  EJFNJEFF_00226      K03737  554.23    7.2     0.077 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
  EJFNJEFF_00226      K05337   39.47    7.2      0.56 ferredoxin
  EJFNJEFF_00226      K06441  841.17    7.1      0.13 ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]
  EJFNJEFF_00226      K00207  417.00    6.9      0.12 dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
  EJFNJEFF_00226      K16886  813.73    6.7       0.2 quinone-modifying oxidoreductase, subunit QmoB
  EJFNJEFF_00226      K03615  118.87    6.2      0.24 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
  EJFNJEFF_00226      K00124  164.83    5.8      0.59 formate dehydrogenase iron-sulfur subunit
  EJFNJEFF_00226      K00184  289.93    5.5       1.1 dimethyl sulfoxide reductase iron-sulfur subunit
  EJFNJEFF_00226      K05580  156.80    5.4       1.1 NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]
  EJFNJEFF_00226      K15511  549.40    5.3      0.81 benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]
  EJFNJEFF_00226      K00240  102.33    4.4       1.6 succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
  EJFNJEFF_00226      K11180  334.73    4.0       1.6 dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]
  EJFNJEFF_00226      K00113  276.37    3.8         2 glycerol-3-phosphate dehydrogenase subunit C
  EJFNJEFF_00226      K08358  255.70    3.8       2.5 tetrathionate reductase subunit B
  EJFNJEFF_00226      K17997 1162.23    3.2       2.2 iron-hydrogenase subunit alpha [EC:1.12.1.4]
  EJFNJEFF_00226      K03390  126.93    3.1         6 heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  EJFNJEFF_00226      K07778  172.60    1.7       8.9 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
  EJFNJEFF_00226      K18929  438.17    0.9        13 L-lactate dehydrogenase complex protein LldF
  EJFNJEFF_00226      K07027  101.50   -0.3        53 glycosyltransferase 2 family protein
* EJFNJEFF_00227      K02573  135.00  309.1   3.3e-93 ferredoxin-type protein NapG
  EJFNJEFF_00227      K02572  122.07   90.3   1.5e-26 ferredoxin-type protein NapF
  EJFNJEFF_00227      K00205  158.73   58.2   5.4e-17 4Fe-4S ferredoxin
  EJFNJEFF_00227      K14108  413.17   46.6   2.2e-13 energy-converting hydrogenase A subunit Q
  EJFNJEFF_00227      K20037  403.53   35.9   3.9e-10 choline trimethylamine-lyase activating enzyme [EC:1.97.1.-]
  EJFNJEFF_00227      K04014  277.43   34.5   1.2e-09 protein NrfC
  EJFNJEFF_00227      K08353  307.73   34.0   2.3e-09 thiosulfate reductase electron transport protein
  EJFNJEFF_00227      K05588  256.33   33.3   3.2e-09 bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
  EJFNJEFF_00227      K15831  238.40   31.2   1.4e-08 formate hydrogenlyase subunit 6
  EJFNJEFF_00227      K16293  265.50   30.3   2.6e-08 polysulfide reductase chain B
  EJFNJEFF_00227      K00196  143.20   29.2   4.6e-08 anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
  EJFNJEFF_00227      K08264  314.67   29.1   3.1e-08 heterodisulfide reductase subunit D [EC:1.8.98.1]
  EJFNJEFF_00227      K03388  667.43   28.9   3.1e-08 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  EJFNJEFF_00227      K00171  102.20   28.6   9.8e-08 pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
  EJFNJEFF_00227      K18979   57.27   27.7   1.5e-07 epoxyqueuosine reductase [EC:1.17.99.6]
  EJFNJEFF_00227      K00125  209.27   27.1     2e-07 formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
  EJFNJEFF_00227      K02574  130.80   26.9   2.8e-07 ferredoxin-type protein NapH
  EJFNJEFF_00227      K02691  103.17   26.7   3.6e-07 photosystem I subunit VII
  EJFNJEFF_00227      K14107  143.53   26.3   3.2e-07 energy-converting hydrogenase A subunit P
  EJFNJEFF_00227      K00188   82.23   26.3   4.9e-07 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]
  EJFNJEFF_00227      K00395   59.03   25.5     1e-06 adenylylsulfate reductase, subunit B [EC:1.8.99.2]
  EJFNJEFF_00227      K07307  203.30   25.4   8.6e-07 anaerobic dimethyl sulfoxide reductase subunit B
  EJFNJEFF_00227      K03616   80.93   24.5     2e-06 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
  EJFNJEFF_00227      K22162  194.30   24.3   1.3e-06 F420H2 dehydrogenase subunit F [EC:1.5.7.2 1.5.98.3]
  EJFNJEFF_00227      K00441  220.50   24.0   1.6e-06 coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
  EJFNJEFF_00227      K00176   69.17   23.0   4.4e-06 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
  EJFNJEFF_00227      K00385  259.47   22.9     4e-06 anaerobic sulfite reductase subunit C
  EJFNJEFF_00227      K05796  182.87   22.6   5.6e-06 electron transport protein HydN
  EJFNJEFF_00227      K14120   98.57   22.0   6.1e-06 energy-converting hydrogenase B subunit K
  EJFNJEFF_00227      K18332  768.03   21.8   5.1e-06 NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]
  EJFNJEFF_00227      K14091  112.43   19.7   5.5e-05 ech hydrogenase subunit F
  EJFNJEFF_00227      K06174  279.07   19.6   2.5e-05 ATP-binding cassette, sub-family E, member 1
  EJFNJEFF_00227      K00338  154.60   19.6   6.6e-05 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
  EJFNJEFF_00227      K03737  554.23   19.5   1.5e-05 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
  EJFNJEFF_00227      K00204  167.70   19.2   7.9e-05 4Fe-4S ferredoxin
  EJFNJEFF_00227      K07138   78.93   19.0   6.3e-05 uncharacterized protein
  EJFNJEFF_00227      K21308  281.23   19.0   8.1e-05 sulfite dehydrogenase (quinone) subunit SoeB
  EJFNJEFF_00227      K23976   91.00   18.9   8.1e-05 L-aspartate semialdehyde sulfurtransferase ferredoxin
  EJFNJEFF_00227      K17723  445.67   18.6   5.8e-05 dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
  EJFNJEFF_00227      K11260   72.07   18.5   0.00014 4Fe-4S ferredoxin
  EJFNJEFF_00227      K12143  222.17   18.4   9.8e-05 hydrogenase-4 component H
  EJFNJEFF_00227      K03615  118.87   18.2   5.5e-05 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
  EJFNJEFF_00227      K05299 1262.00   17.9   5.7e-05 formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]
  EJFNJEFF_00227      K18362  343.27   17.6   0.00025 phenylacetyl-CoA:acceptor oxidoreductase 27-kDa subunit
  EJFNJEFF_00227      K06441  841.17   17.5   9.2e-05 ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]
  EJFNJEFF_00227      K08358  255.70   17.5   0.00017 tetrathionate reductase subunit B
  EJFNJEFF_00227      K00184  289.93   17.5   0.00021 dimethyl sulfoxide reductase iron-sulfur subunit
  EJFNJEFF_00227      K14121  227.67   17.4   0.00028 energy-converting hydrogenase B subunit L
  EJFNJEFF_00227      K15022  606.33   17.3   0.00012 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  EJFNJEFF_00227      K00192  425.30   17.3   8.5e-05 anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]
  EJFNJEFF_00227      K16950  405.87   16.9   0.00021 anaerobic sulfite reductase subunit A
  EJFNJEFF_00227      K00533  572.93   16.9   0.00021 ferredoxin hydrogenase large subunit [EC:1.12.7.2]
  EJFNJEFF_00227      K22164  146.73   16.9   0.00036 F420H2 dehydrogenase subunit I [EC:1.5.98.3]
  EJFNJEFF_00227      K05580  156.80   16.5   0.00045 NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]
  EJFNJEFF_00227      K00124  164.83   16.4   0.00037 formate dehydrogenase iron-sulfur subunit
  EJFNJEFF_00227      K12527  594.47   16.3   0.00015 putative selenate reductase [EC:1.97.1.9]
  EJFNJEFF_00227      K08349  571.93   16.1   0.00045 formate dehydrogenase-N, beta subunit
  EJFNJEFF_00227      K21816  792.50   15.7    0.0004 sulfite reductase (coenzyme F420) [EC:1.8.98.3]
