# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EBNMPBKG_00007      K12297  549.43 1052.1         0 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EBNMPBKG_00517      K09012  125.00   24.5   1.8e-06 DeoR family transcriptional regulator, suf operon transcriptional repressor
  EBNMPBKG_00517      K21601  147.27   23.9   2.7e-06 DeoR family transcriptional regulator, copper-sensing transcriptional repressor
  EBNMPBKG_00517      K03491  475.10   22.4   3.6e-06 lichenan operon transcriptional antiterminator
  EBNMPBKG_00517      K23774  143.10   21.8   9.5e-06 DeoR family transcriptional regulator, catabolite repression regulator
  EBNMPBKG_00517      K14348  247.70   21.4   1.4e-05 GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator
  EBNMPBKG_00517      K18122  598.13   21.0   1.1e-05 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]
  EBNMPBKG_00517      K02538  494.67   19.8   2.1e-05 activator of the mannose operon, transcriptional antiterminator
  EBNMPBKG_00517      K03483  476.67   19.5   2.6e-05 mannitol operon transcriptional antiterminator
  EBNMPBKG_00517      K03710  184.73   19.2   7.2e-05 GntR family transcriptional regulator
  EBNMPBKG_00517      K07732   94.37   18.3   0.00011 riboflavin kinase, archaea type [EC:2.7.1.161]
  EBNMPBKG_00517      K22043  117.93   18.2   0.00014 ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
  EBNMPBKG_00517      K05799  135.53   18.0   0.00016 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
  EBNMPBKG_00517      K03482  274.83   17.5   0.00015 GntR family transcriptional regulator, glv operon transcriptional regulator
  EBNMPBKG_00517      K03892   87.30   16.1   0.00076 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
  EBNMPBKG_00517      K03486  212.03   15.2    0.0011 GntR family transcriptional regulator, trehalose operon transcriptional repressor
  EBNMPBKG_00517      K11922  245.63   15.1   0.00093 GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor
  EBNMPBKG_00517      K07725   66.03   15.0    0.0011 CRISPR-associated protein Csa3
  EBNMPBKG_00517      K03711  127.50   13.5    0.0032 Fur family transcriptional regulator, ferric uptake regulator
  EBNMPBKG_00517      K01926  112.67   13.4    0.0029 redox-sensing transcriptional repressor
  EBNMPBKG_00517      K01356  130.10   13.2    0.0045 repressor LexA [EC:3.4.21.88]
  EBNMPBKG_00517      K03492  230.33   13.2     0.004 GntR family transcriptional regulator, regulator of glucomannan utilization
  EBNMPBKG_00517      K19776  217.33   12.8    0.0049 GntR family transcriptional regulator, galactonate operon transcriptional repressor
  EBNMPBKG_00517      K02103  273.37   12.5    0.0044 GntR family transcriptional regulator, arabinose operon transcriptional repressor
  EBNMPBKG_00517      K21886  115.23   12.3    0.0088 ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor
  EBNMPBKG_00517      K01032  315.60   12.3    0.0063 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
  EBNMPBKG_00517      K20388       -   12.2     0.013 HTH-type transcriptional regulator, cytolysin regulator
  EBNMPBKG_00517      K23988  219.73   11.9    0.0095 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
  EBNMPBKG_00517      K03489  217.70   11.9    0.0076 GntR family transcriptional regulator, transcriptional regulator of bglA
  EBNMPBKG_00517      K11692  257.27   11.6     0.014 two-component system, CitB family, response regulator DctR
  EBNMPBKG_00517      K02565  421.23   11.6    0.0085 N-acetylglucosamine repressor
  EBNMPBKG_00517      K05836  202.37   11.4    0.0094 GntR family transcriptional regulator, histidine utilization repressor
  EBNMPBKG_00517      K22104  222.43   11.3     0.017 GntR family transcriptional regulator, sialic acid-inducible nan operon repressor
  EBNMPBKG_00517      K13573  226.77   10.8     0.018 proteasome accessory factor C
* EBNMPBKG_00518      K02073  114.57  341.7  5.4e-103 D-methionine transport system substrate-binding protein
  EBNMPBKG_00518      K02072  126.10  117.0   6.9e-35 D-methionine transport system permease protein
  EBNMPBKG_00518      K15553  216.80   35.1     8e-10 sulfonate transport system substrate-binding protein
  EBNMPBKG_00518      K02002   95.27   27.7   1.1e-07 glycine betaine/proline transport system substrate-binding protein
  EBNMPBKG_00518      K15551  227.43   21.8   8.3e-06 taurine transport system substrate-binding protein
  EBNMPBKG_00518      K10117  231.27   19.5   3.5e-05 raffinose/stachyose/melibiose transport system substrate-binding protein
  EBNMPBKG_00518      K15598  230.50   15.0   0.00083 putative hydroxymethylpyrimidine transport system substrate-binding protein
  EBNMPBKG_00518      K02012  209.77   14.9    0.0013 iron(III) transport system substrate-binding protein
  EBNMPBKG_00518      K21898  206.70   13.9    0.0013 ornithine racemase [EC:5.1.1.12]
  EBNMPBKG_00518      K02058  196.80   13.8    0.0021 simple sugar transport system substrate-binding protein
  EBNMPBKG_00518      K14955  235.13   13.3    0.0035 lipoprotein LprA
  EBNMPBKG_00518      K00595  226.80   12.1    0.0054 precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]
* EBNMPBKG_00519      K02072  126.10  289.5   3.4e-87 D-methionine transport system permease protein
  EBNMPBKG_00519      K05846  174.70  107.6   7.7e-32 osmoprotectant transport system permease protein
  EBNMPBKG_00519      K02050  139.07   79.7   1.4e-23 NitT/TauT family transport system permease protein
  EBNMPBKG_00519      K02042  114.57   74.8   5.4e-22 phosphonate transport system permease protein
  EBNMPBKG_00519      K02038  242.97   62.5   2.3e-18 phosphate transport system permease protein
  EBNMPBKG_00519      K02037  252.10   56.3   2.1e-16 phosphate transport system permease protein
  EBNMPBKG_00519      K15552  277.23   55.4   4.7e-16 taurine transport system permease protein
  EBNMPBKG_00519      K15581  355.93   54.3   1.1e-15 oligopeptide transport system permease protein
  EBNMPBKG_00519      K15554  268.60   51.9   4.2e-15 sulfonate transport system permease protein
  EBNMPBKG_00519      K02053  247.77   51.8   4.7e-15 putative spermidine/putrescine transport system permease protein
  EBNMPBKG_00519      K02034  266.17   50.4   1.4e-14 peptide/nickel transport system permease protein
  EBNMPBKG_00519      K02001  274.00   49.9     2e-14 glycine betaine/proline transport system permease protein
  EBNMPBKG_00519      K02033  219.73   47.7   9.8e-14 peptide/nickel transport system permease protein
  EBNMPBKG_00519      K02029  219.97   45.9   3.5e-13 polar amino acid transport system permease protein
  EBNMPBKG_00519      K10037  290.07   45.8     4e-13 glutamine transport system permease protein
  EBNMPBKG_00519      K16962  260.90   45.6     6e-13 putative S-methylcysteine transport system permease protein
  EBNMPBKG_00519      K15582  372.77   45.2   4.5e-13 oligopeptide transport system permease protein
  EBNMPBKG_00519      K11070  284.43   44.7   7.7e-13 spermidine/putrescine transport system permease protein
  EBNMPBKG_00519      K23063  253.80   43.6     2e-12 hydroxyproline transport system permease protein
  EBNMPBKG_00519      K17073  534.97   42.7   2.3e-12 putative lysine transport system substrate-binding protein
  EBNMPBKG_00519      K10009  279.10   42.1   6.5e-12 L-cystine transport system permease protein
  EBNMPBKG_00519      K17074  523.10   42.0   4.2e-12 putative lysine transport system permease protein
  EBNMPBKG_00519      K02054  288.13   40.8   1.2e-11 putative spermidine/putrescine transport system permease protein
  EBNMPBKG_00519      K15496  249.13   40.6   1.3e-11 molybdate/tungstate transport system permease protein
  EBNMPBKG_00519      K02018  245.83   40.1   1.7e-11 molybdate transport system permease protein
  EBNMPBKG_00519      K02026  262.07   39.2   3.5e-11 multiple sugar transport system permease protein
  EBNMPBKG_00519      K23059  499.27   38.2   6.4e-11 arginine/lysine/histidine transporter system substrate-binding protein
  EBNMPBKG_00519      K02011  336.17   38.1   4.9e-11 iron(III) transport system permease protein
  EBNMPBKG_00519      K02063  332.33   37.6   1.1e-10 thiamine transport system permease protein
  EBNMPBKG_00519      K11083  300.40   37.0   1.6e-10 2-aminoethylphosphonate transport system permease protein
  EBNMPBKG_00519      K10040  245.13   36.9   2.5e-10 aspartate/glutamate/glutamine transport system permease protein
  EBNMPBKG_00519      K10238  347.60   36.1   4.3e-10 trehalose/maltose transport system permease protein
  EBNMPBKG_00519      K15599  280.63   35.8   5.1e-10 putative hydroxymethylpyrimidine transport system permease protein
  EBNMPBKG_00519      K17077  535.77   35.8   4.1e-10 arginine/lysine/histidine transport system permease protein
  EBNMPBKG_00519      K13890  429.73   35.5   5.6e-10 glutathione transport system permease protein
  EBNMPBKG_00519      K19227  365.90   34.7   9.6e-10 cationic peptide transport system permease protein
  EBNMPBKG_00519      K11082  256.73   33.8   2.4e-09 2-aminoethylphosphonate transport system permease protein
  EBNMPBKG_00519      K13891  417.93   33.5   2.1e-09 glutathione transport system permease protein
  EBNMPBKG_00519      K02046  279.93   33.4     2e-09 sulfate/thiosulfate transport system permease protein
  EBNMPBKG_00519      K15585  395.03   32.9   3.3e-09 nickel transport system permease protein
  EBNMPBKG_00519      K16958  278.20   32.4   5.2e-09 L-cystine transport system permease protein
  EBNMPBKG_00519      K11071  278.57   32.2   4.1e-09 spermidine/putrescine transport system permease protein
  EBNMPBKG_00519      K11079  357.00   31.8   7.3e-09 mannopine transport system permease protein
  EBNMPBKG_00519      K10003  268.53   31.4   9.9e-09 glutamate/aspartate transport system permease protein
  EBNMPBKG_00519      K10006  233.37   30.3   3.1e-08 glutamate transport system permease protein
  EBNMPBKG_00519      K10002  233.17   29.8   3.9e-08 glutamate/aspartate transport system permease protein
  EBNMPBKG_00519      K16959  262.43   29.8   3.3e-08 L-cystine transport system permease protein
  EBNMPBKG_00519      K17317  283.00   29.3   4.5e-08 glucose/mannose transport system permease protein
  EBNMPBKG_00519      K10229  292.13   29.2   5.5e-08 sorbitol/mannitol transport system permease protein
  EBNMPBKG_00519      K15577  270.73   28.9   5.1e-08 nitrate/nitrite transport system permease protein
  EBNMPBKG_00519      K09970  343.30   28.8     5e-08 general L-amino acid transport system permease protein
  EBNMPBKG_00519      K05773  156.13   27.9     1e-07 tungstate transport system permease protein
  EBNMPBKG_00519      K10007  280.87   27.7   9.7e-08 glutamate transport system permease protein
  EBNMPBKG_00519      K11074  327.13   27.3   1.7e-07 putrescine transport system permease protein
  EBNMPBKG_00519      K15586  368.37   27.0   2.1e-07 nickel transport system permease protein
  EBNMPBKG_00519      K10119  290.33   26.6   1.8e-07 raffinose/stachyose/melibiose transport system permease protein
  EBNMPBKG_00519      K12369  485.13   26.5   2.9e-07 dipeptide transport system permease protein
  EBNMPBKG_00519      K17330  309.53   26.5   2.9e-07 N,N'-diacetylchitobiose transport system permease protein
  EBNMPBKG_00519      K23057  327.40   26.1   5.3e-07 putative lysine/arginine/ornithine/histidine/octopine transport system permease protein
  EBNMPBKG_00519      K10023  304.50   26.0   5.4e-07 arginine/ornithine transport system permease protein
  EBNMPBKG_00519      K23056  303.20   25.9   4.8e-07 putative lysine/arginine/ornithine/histidine/octopine transport system permease protein
  EBNMPBKG_00519      K16201  510.03   25.7   4.7e-07 dipeptide transport system permease protein
  EBNMPBKG_00519      K10019  309.43   25.6   8.4e-07 octopine/nopaline transport system permease protein
  EBNMPBKG_00519      K10198  324.30   25.2   9.3e-07 glucose/arabinose transport system permease protein
  EBNMPBKG_00519      K15771  387.17   25.1   5.8e-07 arabinogalactan oligomer / maltooligosaccharide transport system permease protein
  EBNMPBKG_00519      K10234  283.43   24.8   9.9e-07 alpha-glucoside transport system permease protein
  EBNMPBKG_00519      K10020  294.40   24.8   1.1e-06 octopine/nopaline transport system permease protein
  EBNMPBKG_00519      K10016  330.27   24.8   1.2e-06 histidine transport system permease protein
  EBNMPBKG_00519      K10024  336.47   24.8   1.1e-06 arginine/ornithine transport system permease protein
  EBNMPBKG_00519      K11075  342.77   24.4   1.3e-06 putrescine transport system permease protein
  EBNMPBKG_00519      K10228  278.83   22.3   5.1e-06 sorbitol/mannitol transport system permease protein
  EBNMPBKG_00519      K17062  621.87   21.9   6.3e-06 arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein
  EBNMPBKG_00519      K05815  311.43   21.5     1e-05 sn-glycerol 3-phosphate transport system permease protein
  EBNMPBKG_00519      K17246  332.27   21.5   1.3e-05 putative chitobiose transport system permease protein
  EBNMPBKG_00519      K05814  341.53   21.4     1e-05 sn-glycerol 3-phosphate transport system permease protein
  EBNMPBKG_00519      K10190  312.67   21.3   1.4e-05 lactose/L-arabinose transport system permease protein
  EBNMPBKG_00519      K09971  300.27   20.9   1.1e-05 general L-amino acid transport system permease protein
  EBNMPBKG_00519      K17242  332.63   20.9   1.4e-05 alpha-1,4-digalacturonate transport system permease protein
  EBNMPBKG_00519      K19228  358.33   20.7   1.8e-05 cationic peptide transport system permease protein
  EBNMPBKG_00519      K15770  307.67   20.6   1.5e-05 arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
  EBNMPBKG_00519      K10237  389.47   20.5   1.9e-05 trehalose/maltose transport system permease protein
  EBNMPBKG_00519      K10233  335.13   20.3   2.1e-05 alpha-glucoside transport system permease protein
  EBNMPBKG_00519      K17320  251.83   20.1   2.8e-05 putative aldouronate transport system permease protein
  EBNMPBKG_00519      K02047  273.10   19.7   3.1e-05 sulfate/thiosulfate transport system permease protein
  EBNMPBKG_00519      K10122  329.53   19.3   5.6e-05 fructooligosaccharide transport system permease protein
  EBNMPBKG_00519      K10202  305.97   19.1   5.9e-05 N-acetylglucosamine transport system permease protein
  EBNMPBKG_00519      K10015  290.67   18.8   7.2e-05 histidine transport system permease protein
  EBNMPBKG_00519      K09999  265.60   18.7   8.4e-05 arginine transport system permease protein
  EBNMPBKG_00519      K10241  344.07   17.4   0.00016 cellobiose transport system permease protein
  EBNMPBKG_00519      K17245  350.30   17.3   0.00025 putative chitobiose transport system permease protein
  EBNMPBKG_00519      K17238  292.43   17.2   0.00021 inositol-phosphate transport system permease protein
  EBNMPBKG_00519      K10110  351.13   17.0    0.0002 maltose/maltodextrin transport system permease protein
  EBNMPBKG_00519      K13895  333.80   16.7   0.00017 microcin C transport system permease protein
  EBNMPBKG_00519      K17331  316.00   16.1   0.00042 N,N'-diacetylchitobiose transport system permease protein
  EBNMPBKG_00519      K02025  270.30   15.9   0.00037 multiple sugar transport system permease protein
  EBNMPBKG_00519      K01284  778.10   15.7   0.00026 peptidyl-dipeptidase Dcp [EC:3.4.15.5]
  EBNMPBKG_00519      K11078  345.10   14.9   0.00098 mannopine transport system permease protein
  EBNMPBKG_00519      K17319  234.93   14.6     0.001 putative aldouronate transport system permease protein
  EBNMPBKG_00519      K10001  249.50   14.3   0.00087 glutamate/aspartate transport system substrate-binding protein
  EBNMPBKG_00519      K10193  406.23   14.2    0.0019 oligogalacturonide transport system permease protein
  EBNMPBKG_00519      K17327  435.33   13.9    0.0019 xylobiose transport system permease protein
  EBNMPBKG_00519      K10118  330.27   13.7    0.0017 raffinose/stachyose/melibiose transport system permease protein
  EBNMPBKG_00519      K10121  393.00   13.7    0.0026 fructooligosaccharide transport system permease protein
  EBNMPBKG_00519      K09998  272.33   13.4    0.0042 arginine transport system permease protein
  EBNMPBKG_00519      K17243  304.10   12.6    0.0028 alpha-1,4-digalacturonate transport system permease protein
  EBNMPBKG_00519      K15772  302.90   12.1    0.0062 arabinogalactan oligomer / maltooligosaccharide transport system permease protein
  EBNMPBKG_00519      K17313  315.57   10.7     0.028 trehalose transport system permease protein
  EBNMPBKG_00519      K02003  293.10   10.7     0.018 putative ABC transport system ATP-binding protein
  EBNMPBKG_00519      K17328  402.73   10.4     0.022 xylobiose transport system permease protein
  EBNMPBKG_00519      K23946  847.63    9.9     0.013 E3 ubiquitin-protein ligase SlrP [EC:2.3.2.27]
  EBNMPBKG_00519      K02010  436.07    9.6     0.019 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  EBNMPBKG_00519      K07706  114.63    6.5      0.31 two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]
  EBNMPBKG_00519      K09976   57.20    4.6       2.9 uncharacterized protein
  EBNMPBKG_00519      K02004   45.07    4.1       1.1 putative ABC transport system permease protein
  EBNMPBKG_00519      K02275  204.40    1.9        12 cytochrome c oxidase subunit II [EC:7.1.1.9]
* EBNMPBKG_00520      K02071  329.70  493.7  4.3e-149 D-methionine transport system ATP-binding protein
  EBNMPBKG_00520      K02028  376.20  311.0   1.5e-93 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_00520      K02032  399.13  290.7   2.5e-87 peptide/nickel transport system ATP-binding protein
  EBNMPBKG_00520      K02003  293.10  288.6   9.8e-87 putative ABC transport system ATP-binding protein
  EBNMPBKG_00520      K09812  292.07  287.1   2.1e-86 cell division transport system ATP-binding protein
  EBNMPBKG_00520      K02000  399.53  280.2   4.8e-84 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  EBNMPBKG_00520      K02065  294.23  270.9   1.8e-81 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
  EBNMPBKG_00520      K23060  409.47  263.3   1.3e-79 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_00520      K02031  395.20  260.5   3.6e-78 peptide/nickel transport system ATP-binding protein
  EBNMPBKG_00520      K09810  332.03  259.9     3e-78 lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
  EBNMPBKG_00520      K05847  355.60  259.2   8.7e-78 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  EBNMPBKG_00520      K10038  395.67  259.1   2.5e-78 glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EBNMPBKG_00520      K02010  436.07  255.3   1.1e-76 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  EBNMPBKG_00520      K10823  490.13  254.3   2.6e-76 oligopeptide transport system ATP-binding protein
  EBNMPBKG_00520      K06857  262.53  253.2   3.8e-76 tungstate transport system ATP-binding protein [EC:7.3.2.6]
