# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* HOLGGCEK_00001      K03495  294.00 1004.9  2.4e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_00225      K02073  114.57   26.5   2.6e-07 D-methionine transport system substrate-binding protein
  HOLGGCEK_00225      K02044  112.30   26.2   3.1e-07 phosphonate transport system substrate-binding protein
  HOLGGCEK_00225      K02424  264.00   22.4   5.2e-06 L-cystine transport system substrate-binding protein
  HOLGGCEK_00225      K15576  491.43   18.7   5.9e-05 nitrate/nitrite transport system substrate-binding protein
  HOLGGCEK_00225      K10039  262.47   16.3   0.00041 aspartate/glutamate/glutamine transport system substrate-binding protein
  HOLGGCEK_00225      K04102  211.27   15.9   0.00045 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]
  HOLGGCEK_00225      K23059  499.27   15.8   0.00039 arginine/lysine/histidine transporter system substrate-binding protein
  HOLGGCEK_00225      K23061  321.50   15.1   0.00094 hydroxyproline transporter system substrate-binding protein
  HOLGGCEK_00225      K10036  281.60   14.5    0.0011 glutamine transport system substrate-binding protein
  HOLGGCEK_00225      K16961  270.67   12.7    0.0059 putative S-methylcysteine transport system substrate-binding protein
  HOLGGCEK_00225      K15556       -   12.4    0.0054 phthalate transport system substrate-binding protein
  HOLGGCEK_00225      K22067  477.77   12.3    0.0063 two-component system, oxyanion-binding sensor
* HOLGGCEK_00226      K15599  280.63  336.8  6.8e-102 putative hydroxymethylpyrimidine transport system permease protein
* HOLGGCEK_00226      K02050  139.07  214.0   2.8e-64 NitT/TauT family transport system permease protein
  HOLGGCEK_00226      K15554  268.60  198.0   2.2e-59 sulfonate transport system permease protein
  HOLGGCEK_00226      K15552  277.23  149.2   1.3e-44 taurine transport system permease protein
  HOLGGCEK_00226      K05846  174.70   69.8   2.1e-20 osmoprotectant transport system permease protein
  HOLGGCEK_00226      K15577  270.73   62.8   2.4e-18 nitrate/nitrite transport system permease protein
  HOLGGCEK_00226      K11951  458.93   43.9   1.5e-12 bicarbonate transport system permease protein
  HOLGGCEK_00226      K15557       -   42.1   5.2e-12 phthalate transport system permease protein
  HOLGGCEK_00226      K02033  219.73   30.1   2.2e-08 peptide/nickel transport system permease protein
  HOLGGCEK_00226      K15581  355.93   26.6   2.8e-07 oligopeptide transport system permease protein
  HOLGGCEK_00226      K13890  429.73   21.1   1.4e-05 glutathione transport system permease protein
  HOLGGCEK_00226      K02001  274.00   20.1   2.1e-05 glycine betaine/proline transport system permease protein
  HOLGGCEK_00226      K19227  365.90   18.9   6.6e-05 cationic peptide transport system permease protein
  HOLGGCEK_00226      K12369  485.13   18.0   0.00012 dipeptide transport system permease protein
  HOLGGCEK_00226      K02072  126.10   16.7   0.00018 D-methionine transport system permease protein
  HOLGGCEK_00226      K02011  336.17   16.4   0.00019 iron(III) transport system permease protein
  HOLGGCEK_00226      K11083  300.40   15.7   0.00051 2-aminoethylphosphonate transport system permease protein
  HOLGGCEK_00226      K15585  395.03   12.8    0.0043 nickel transport system permease protein
  HOLGGCEK_00226      K10040  245.13    8.2      0.14 aspartate/glutamate/glutamine transport system permease protein
  HOLGGCEK_00226      K13894  387.00    8.2     0.081 microcin C transport system permease protein
  HOLGGCEK_00226      K02053  247.77    7.4      0.14 putative spermidine/putrescine transport system permease protein
  HOLGGCEK_00226      K02026  262.07    7.0      0.21 multiple sugar transport system permease protein
  HOLGGCEK_00226      K16919   68.60    5.9      0.62 acetoin utilization transport system permease protein
  HOLGGCEK_00226      K02025  270.30    5.9      0.42 multiple sugar transport system permease protein
  HOLGGCEK_00226      K02498   96.80    5.8      0.51 HemY protein
  HOLGGCEK_00226      K11070  284.43    5.7       0.5 spermidine/putrescine transport system permease protein
  HOLGGCEK_00226      K02037  252.10    4.0       1.4 phosphate transport system permease protein
  HOLGGCEK_00226      K10037  290.07    3.7       2.7 glutamine transport system permease protein
  HOLGGCEK_00226      K02018  245.83    3.7       1.9 molybdate transport system permease protein
  HOLGGCEK_00226      K10009  279.10    3.1       4.7 L-cystine transport system permease protein
  HOLGGCEK_00226      K02004   45.07    2.1       4.5 putative ABC transport system permease protein
  HOLGGCEK_00226      K02042  114.57    1.6       8.3 phosphonate transport system permease protein
  HOLGGCEK_00226      K02034  266.17    1.4       9.9 peptide/nickel transport system permease protein
  HOLGGCEK_00226      K18967  241.73    1.4        13 diguanylate cyclase [EC:2.7.7.65]
  HOLGGCEK_00226      K02038  242.97    0.8        13 phosphate transport system permease protein
  HOLGGCEK_00226      K01992   18.90    0.4        24 ABC-2 type transport system permease protein
* HOLGGCEK_00227      K15600  258.30  299.4   1.6e-90 putative hydroxymethylpyrimidine transport system ATP-binding protein
  HOLGGCEK_00227      K02049  347.90  227.0   4.8e-68 NitT/TauT family transport system ATP-binding protein
  HOLGGCEK_00227      K15555  313.20  214.8   1.8e-64 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
  HOLGGCEK_00227      K10831  339.77  193.2     5e-58 taurine transport system ATP-binding protein [EC:7.6.2.7]
  HOLGGCEK_00227      K02010  436.07  188.0   2.4e-56 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  HOLGGCEK_00227      K02052  501.10  178.2   3.6e-53 putative spermidine/putrescine transport system ATP-binding protein
  HOLGGCEK_00227      K02017  359.33  175.2   2.4e-52 molybdate transport system ATP-binding protein [EC:7.3.2.5]
  HOLGGCEK_00227      K02074  282.47  173.4   7.2e-52 zinc/manganese transport system ATP-binding protein
  HOLGGCEK_00227      K11072  498.73  171.7   2.5e-51 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
  HOLGGCEK_00227      K15578  427.17  169.1   1.2e-50 nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]
  HOLGGCEK_00227      K06857  262.53  169.1   1.3e-50 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  HOLGGCEK_00227      K01990  251.30  168.6   2.7e-50 ABC-2 type transport system ATP-binding protein
  HOLGGCEK_00227      K02062  410.03  167.0   7.7e-50 thiamine transport system ATP-binding protein [EC:7.6.2.15]
  HOLGGCEK_00227      K05847  355.60  161.2   4.8e-48 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  HOLGGCEK_00227      K02013  257.90  157.8   3.3e-47 iron complex transport system ATP-binding protein [EC:7.2.2.-]
  HOLGGCEK_00227      K02041  271.80  155.9   1.7e-46 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  HOLGGCEK_00227      K02003  293.10  155.4   2.4e-46 putative ABC transport system ATP-binding protein
  HOLGGCEK_00227      K10112  531.00  155.0   3.1e-46 multiple sugar transport system ATP-binding protein
  HOLGGCEK_00227      K09817  267.07  153.9   5.8e-46 zinc transport system ATP-binding protein [EC:7.2.2.20]
  HOLGGCEK_00227      K09810  332.03  152.1   1.9e-45 lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_00227      K02193  194.90  149.5   1.3e-44 heme exporter protein A [EC:7.6.2.5]
  HOLGGCEK_00227      K02068  246.37  148.1   3.7e-44 UDP-glucose/iron transport system ATP-binding protein
  HOLGGCEK_00227      K15497  378.10  147.9   4.5e-44 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
  HOLGGCEK_00227      K11084  428.67  145.7   1.4e-43 2-aminoethylphosphonate transport system ATP-binding protein
  HOLGGCEK_00227      K09820  328.13  144.5   3.1e-43 manganese/iron transport system ATP-binding protein
  HOLGGCEK_00227      K02000  399.53  144.0   8.1e-43 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  HOLGGCEK_00227      K11076  483.03  143.2   7.7e-43 putrescine transport system ATP-binding protein [EC:7.6.2.16]
  HOLGGCEK_00227      K15579  423.83  141.7   2.2e-42 nitrate/nitrite transport system ATP-binding protein
  HOLGGCEK_00227      K17240  489.33  141.2   3.6e-42 inositol-phosphate transport system ATP-binding protein
  HOLGGCEK_00227      K05779  229.87  140.6   4.3e-42 putative thiamine transport system ATP-binding protein
  HOLGGCEK_00227      K02045  443.83  140.5   8.3e-42 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
  HOLGGCEK_00227      K10111  532.93  140.3   7.5e-42 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_00227      K02065  294.23  139.8   1.2e-41 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
  HOLGGCEK_00227      K02028  376.20  139.3   1.5e-41 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K05816  518.60  135.9   1.8e-40 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
  HOLGGCEK_00227      K01552  410.27  135.8   1.8e-40 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_00227      K10038  395.67  135.4   1.5e-40 glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K24040  612.13  133.4   6.3e-40 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_00227      K19973  340.30  133.0   9.7e-40 manganese transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_00227      K16786  346.13  129.6   1.5e-38 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_00227      K11710  353.93  129.4   1.4e-38 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  HOLGGCEK_00227      K11080  507.77  129.1   1.7e-38 mannopine transport system ATP-binding protein
  HOLGGCEK_00227      K16013  510.50  129.0   2.2e-38 ATP-binding cassette, subfamily C, bacterial CydD
  HOLGGCEK_00227      K06148  581.00  126.9   8.3e-38 ATP-binding cassette, subfamily C, bacterial
  HOLGGCEK_00227      K16012  452.43  125.1   2.9e-37 ATP-binding cassette, subfamily C, bacterial CydC
  HOLGGCEK_00227      K02036  255.50  125.0   3.2e-37 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  HOLGGCEK_00227      K16014  920.83  124.4     4e-37 ATP-binding cassette, subfamily C, bacterial CydCD
  HOLGGCEK_00227      K10829  364.03  124.3     5e-37 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
  HOLGGCEK_00227      K11952 1189.93  124.2   5.4e-37 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  HOLGGCEK_00227      K19340  298.10  123.0   1.3e-36 Cu-processing system ATP-binding protein
  HOLGGCEK_00227      K15738  633.23  122.7   1.4e-36 ABC transport system ATP-binding/permease protein
  HOLGGCEK_00227      K13926  850.70  122.5   1.2e-36 ribosome-dependent ATPase
  HOLGGCEK_00227      K17314  477.43  120.6   5.9e-36 trehalose transport system ATP-binding protein
  HOLGGCEK_00227      K23184  357.90  119.8   9.1e-36 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  HOLGGCEK_00227      K02032  399.13  119.3   1.7e-35 peptide/nickel transport system ATP-binding protein
  HOLGGCEK_00227      K11953  527.57  118.9     2e-35 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  HOLGGCEK_00227      K23060  409.47  118.1   2.9e-35 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K06147  622.70  117.7   5.8e-35 ATP-binding cassette, subfamily B, bacterial
  HOLGGCEK_00227      K17324  369.60  117.3   6.1e-35 glycerol transport system ATP-binding protein
  HOLGGCEK_00227      K10191  553.63  116.4   1.4e-34 lactose/L-arabinose transport system ATP-binding protein
  HOLGGCEK_00227      K02056  507.23  115.8     2e-34 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_00227      K09695  345.43  115.8     2e-34 lipooligosaccharide transport system ATP-binding protein
  HOLGGCEK_00227      K16787  343.57  115.5   2.8e-34 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_00227      K06158  580.93  115.1   3.2e-34 ATP-binding cassette, subfamily F, member 3
  HOLGGCEK_00227      K09814  291.60  114.5   3.9e-34 hemin transport system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_00227      K10830  357.77  114.4   4.7e-34 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_00227      K02031  395.20  112.4   2.4e-33 peptide/nickel transport system ATP-binding protein
  HOLGGCEK_00227      K10199  482.83  111.7   3.5e-33 glucose/arabinose transport system ATP-binding protein
  HOLGGCEK_00227      K05685  537.13  110.7     6e-33 macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
  HOLGGCEK_00227      K01995  314.03  110.5   9.3e-33 branched-chain amino acid transport system ATP-binding protein
  HOLGGCEK_00227      K09812  292.07  110.0   1.5e-32 cell division transport system ATP-binding protein
  HOLGGCEK_00227      K10010  381.80  109.2   1.8e-32 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K09697  279.93  108.8   2.5e-32 sodium transport system ATP-binding protein [EC:7.2.2.4]
  HOLGGCEK_00227      K02071  329.70  108.0   5.6e-32 D-methionine transport system ATP-binding protein
  HOLGGCEK_00227      K10820  639.67  107.6   5.1e-32 galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
  HOLGGCEK_00227      K20490  294.70  107.3   6.6e-32 lantibiotic transport system ATP-binding protein
  HOLGGCEK_00227      K10441  709.70  106.6   1.1e-31 ribose transport system ATP-binding protein [EC:7.5.2.7]
  HOLGGCEK_00227      K10824  305.80  106.6   1.3e-31 nickel transport system ATP-binding protein [EC:7.2.2.11]
  HOLGGCEK_00227      K10004  408.20  105.6   2.1e-31 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K01996  320.93  105.6   3.2e-31 branched-chain amino acid transport system ATP-binding protein
  HOLGGCEK_00227      K05776  298.33  105.3   3.1e-31 molybdate transport system ATP-binding protein
  HOLGGCEK_00227      K11635  382.43  104.5   4.9e-31 putative ABC transport system ATP-binding protein
  HOLGGCEK_00227      K16963  393.27  104.5   4.6e-31 putative S-methylcysteine transport system ATP-binding protein
  HOLGGCEK_00227      K09972  441.03  103.9   6.2e-31 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K10041  406.50  103.7   7.5e-31 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K10235  556.27  102.9   1.6e-30 alpha-glucoside transport system ATP-binding protein
  HOLGGCEK_00227      K18231  454.87  102.4     2e-30 macrolide transport system ATP-binding/permease protein
  HOLGGCEK_00227      K20344  769.87  102.0   2.1e-30 ATP-binding cassette, subfamily C, bacteriocin exporter
  HOLGGCEK_00227      K02021  513.30  100.5   7.4e-30 putative ABC transport system ATP-binding protein
  HOLGGCEK_00227      K11603  361.60   99.7   1.4e-29 manganese transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_00227      K24949  365.97   99.6   1.3e-29 antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_00227      K10562  701.97   99.4   1.3e-29 rhamnose transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_00227      K10545  327.20   99.3     2e-29 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
  HOLGGCEK_00227      K11706  396.60   98.9   3.5e-29 iron/zinc/manganese/copper transport system ATP-binding protein
  HOLGGCEK_00227      K17076  375.67   98.1   4.2e-29 putative lysine transport system ATP-binding protein
  HOLGGCEK_00227      K06861  278.37   98.1   5.8e-29 lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
  HOLGGCEK_00227      K02471  423.33   98.0   3.7e-29 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  HOLGGCEK_00227      K11631  409.53   97.8   5.7e-29 bacitracin transport system ATP-binding protein
  HOLGGCEK_00227      K19350  365.87   97.5   7.8e-29 lincosamide and streptogramin A transport system ATP-binding/permease protein
  HOLGGCEK_00227      K16960  398.73   96.3   1.6e-28 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K13896  797.47   95.8   2.2e-28 microcin C transport system ATP-binding protein
  HOLGGCEK_00227      K02006  338.27   95.2   3.9e-28 cobalt/nickel transport system ATP-binding protein
  HOLGGCEK_00227      K23537  585.10   94.0   6.7e-28 general nucleoside transport system ATP-binding protein
  HOLGGCEK_00227      K10548  728.90   93.9   7.3e-28 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_00227      K11958  375.13   93.8   9.2e-28 neutral amino acid transport system ATP-binding protein
  HOLGGCEK_00227      K11963  283.10   93.1   1.2e-27 urea transport system ATP-binding protein
  HOLGGCEK_00227      K17063  443.53   93.0   1.7e-27 arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_00227      K21397  381.93   92.9   1.5e-27 ABC transport system ATP-binding/permease protein
